accession_no,ticker,cik,filed_at,filing_date,item_codes,body_keywords,direction,direction_confidence,direction_source,t0_close,t1_close,t5_close,next_day_return,five_day_return,label_t1,label_t5
0001104659-25-052967,PUMP,0001680247,2025-05-27,2025-05-27,5.02|5.07|9.01,restate,short,0.85,body_keywords,5.66,5.45,5.91,-0.0371,0.04417,A_short,A_long
0001680247-25-000092,PUMP,0001680247,2025-05-20,2025-05-20,7.01|9.01,buyback_authorized,long,0.7,body_keywords,5.73,5.5,5.45,-0.04014,-0.04887,A_short,A_short
0001680247-25-000080,PUMP,0001680247,2025-04-29,2025-04-29,2.02|9.01,buyback_authorized,long,0.7,body_keywords,5.6,4.98,5.26,-0.11071,-0.06071,A_short,A_short
0001104659-25-032851,PUMP,0001680247,2025-04-08,2025-04-08,1.01|2.03|9.01,covenant_violation|material_adverse_change|restate,short,0.85,body_keywords,4.83,5.63,5.2,0.16563,0.0766,A_long,A_long
0001104659-25-020011,PUMP,0001680247,2025-03-04,2025-03-04,5.02|7.01|9.01,buyback_authorized|restate,short,0.85,body_keywords,7.52,7.41,6.88,-0.01463,-0.08511,B_short,A_short
0001680247-25-000026,PUMP,0001680247,2025-02-19,2025-02-19,2.02|9.01,buyback_authorized,long,0.7,body_keywords,8.82,9.03,8.47,0.02381,-0.03968,B_long,A_short
0001680247-24-000128,PUMP,0001680247,2024-12-19,2024-12-19,7.01|9.01,buyback_authorized,long,0.7,body_keywords,8.95,8.74,9.04,-0.02346,0.01006,B_short,B_long
0001680247-24-000126,PUMP,0001680247,2024-12-10,2024-12-10,7.01|8.01|9.01,,,0.0,,9.29,9.67,9.31,0.0409,0.00215,A_long,neutral
0001680247-24-000113,PUMP,0001680247,2024-10-30,2024-10-30,2.02|9.01,buyback_authorized,long,0.7,body_keywords,7.21,6.91,8.43,-0.04161,0.16921,A_short,A_long
0001680247-24-000099,PUMP,0001680247,2024-07-31,2024-07-31,2.02|9.01,buyback_authorized,long,0.7,body_keywords,9.59,9.21,8.17,-0.03962,-0.14807,A_short,A_short
0001680247-24-000091,PUMP,0001680247,2024-06-04,2024-06-04,7.01|9.01,,,0.0,,8.84,8.93,9.21,0.01018,0.04186,B_long,A_long
0001104659-24-060204,PUMP,0001680247,2024-05-13,2024-05-13,5.02|7.01|9.01,buyback_authorized|restate,short,0.85,body_keywords,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001680247-24-000072,PUMP,0001680247,2024-05-01,2024-05-01,2.02|9.01,buyback_authorized,long,0.7,body_keywords,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001680247-24-000069,PUMP,0001680247,2024-04-29,2024-04-29,7.01|9.01,buyback_authorized,long,0.7,body_keywords,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001104659-24-052954,PUMP,0001680247,2024-04-26,2024-04-26,5.07,,,0.0,,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001680247-24-000067,PUMP,0001680247,2024-04-25,2024-04-25,7.01|9.01,buyback_authorized,long,0.7,body_keywords,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001680247-24-000034,PUMP,0001680247,2024-02-21,2024-02-21,2.02|9.01,buyback_authorized|sec_subpoena,short,0.9,body_keywords,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001680247-23-000082,PUMP,0001680247,2023-12-04,2023-12-04,7.01|9.01,buyback_authorized,long,0.7,body_keywords,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001104659-23-121680,PUMP,0001680247,2023-11-28,2023-11-28,5.02|7.01|9.01,restate,short,0.85,body_keywords,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001680247-23-000074,PUMP,0001680247,2023-11-01,2023-11-01,2.02|9.01,buyback_authorized|sec_subpoena,short,0.9,body_keywords,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001680247-23-000055,PUMP,0001680247,2023-08-28,2023-08-28,5.02,,,0.0,,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001680247-23-000051,PUMP,0001680247,2023-08-02,2023-08-02,2.02|9.01,buyback_authorized|sec_subpoena,short,0.9,body_keywords,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001680247-23-000046,PUMP,0001680247,2023-06-21,2023-06-21,7.01|9.01,buyback_authorized,long,0.7,body_keywords,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001680247-23-000043,PUMP,0001680247,2023-06-05,2023-06-05,1.01|7.01|9.01,buyback_authorized|covenant_violation|material_adverse_change|restate,short,0.85,body_keywords,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001680247-23-000041,PUMP,0001680247,2023-05-17,2023-05-17,5.02|5.07|8.01|9.01,buyback_authorized|restate,short,0.85,body_keywords,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001680247-23-000031,PUMP,0001680247,2023-05-03,2023-05-03,2.02|9.01,sec_subpoena,short,0.9,body_keywords,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001104659-23-032342,PUMP,0001680247,2023-03-14,2023-03-14,7.01,,,0.0,,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001104659-23-027321,PUMP,0001680247,2023-03-01,2023-03-01,4.01|9.01,,short,0.5,item_codes,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001680247-23-000019,PUMP,0001680247,2023-02-22,2023-02-22,2.02|9.01,sec_subpoena,short,0.9,body_keywords,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001104659-23-022399,PUMP,0001680247,2023-02-15,2023-02-15,1.02|7.01,,,0.0,,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001104659-23-005580,PUMP,0001680247,2023-01-23,2023-01-23,5.02|7.01|9.01,restate,short,0.85,body_keywords,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001104659-23-000349,PUMP,0001680247,2023-01-03,2023-01-03,5.02|9.01,restate,short,0.85,body_keywords,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001104659-22-128043,PUMP,0001680247,2022-12-19,2022-12-19,5.02|7.01|9.01,restate,short,0.85,body_keywords,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001680247-22-000036,PUMP,0001680247,2022-12-06,2022-12-06,7.01,,,0.0,,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001680247-22-000028,PUMP,0001680247,2022-11-02,2022-11-02,1.01|2.01|2.02|3.02|3.03|7.01|9.01,sec_subpoena|underwritten_offering,short,0.9,body_keywords,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001680247-22-000025,PUMP,0001680247,2022-09-01,2022-09-01,7.01,,,0.0,,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001104659-22-093556,PUMP,0001680247,2022-08-23,2022-08-23,8.01|9.01,,,0.0,,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001680247-22-000023,PUMP,0001680247,2022-08-22,2022-08-22,7.01,,,0.0,,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001680247-22-000018,PUMP,0001680247,2022-08-03,2022-08-03,2.02,sec_subpoena,short,0.9,body_keywords,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001680247-22-000010,PUMP,0001680247,2022-05-03,2022-05-03,2.02,sec_subpoena,short,0.9,body_keywords,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001104659-22-047902,PUMP,0001680247,2022-04-20,2022-04-20,5.07,,,0.0,,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001104659-22-045700,PUMP,0001680247,2022-04-14,2022-04-14,1.01|7.01|9.01,covenant_violation|material_adverse_change|restate,short,0.85,body_keywords,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001104659-22-041967,PUMP,0001680247,2022-04-04,2022-04-04,1.01|7.01|9.01,restate,short,0.85,body_keywords,9.53,9.67,9.65,0.01469,0.01259,B_long,B_long
0001580808-26-000033,ATEN,0001580808,2026-05-07,2026-05-07,5.02,,,0.0,,27.27,27.8,,0.01944,,B_long,
0001580808-26-000026,ATEN,0001580808,2026-05-01,2026-05-01,5.02,,,0.0,,26.85,27.04,27.8,0.00708,0.03538,neutral,A_long
0001580808-26-000023,ATEN,0001580808,2026-04-28,2026-04-28,2.02|7.01|8.01|9.01,buyback_authorized|convertible_debt_issuance,long,0.7,body_keywords,28.13,26.63,27.13,-0.05332,-0.03555,A_short,A_short
0001580808-26-000019,ATEN,0001580808,2026-04-23,2026-04-23,5.07,,,0.0,,26.62,27.56,26.68,0.03531,0.00225,A_long,neutral
0001580808-26-000005,ATEN,0001580808,2026-02-04,2026-02-04,2.02|7.01|8.01|9.01,buyback_authorized|convertible_debt_issuance,long,0.7,body_keywords,17.52,19.33,20.93,0.10331,0.19463,A_long,A_long
0001580808-25-000109,ATEN,0001580808,2025-11-04,2025-11-04,2.02|7.01|8.01|9.01,buyback_authorized|convertible_debt_issuance,long,0.7,body_keywords,17.52,18.13,17.2,0.03482,-0.01826,A_long,B_short
0001193125-25-197199,ATEN,0001580808,2025-09-05,2025-09-05,5.02|9.01,,,0.0,,17.64,17.43,17.45,-0.0119,-0.01077,B_short,B_short
0001580808-25-000097,ATEN,0001580808,2025-08-05,2025-08-05,2.02|7.01|8.01|9.01,buyback_authorized|convertible_debt_issuance,long,0.7,body_keywords,17.79,18.72,17.82,0.05228,0.00169,A_long,neutral
0001580808-25-000070,ATEN,0001580808,2025-05-01,2025-05-01,2.02|7.01|8.01|9.01,buyback_authorized|convertible_debt_issuance,long,0.7,body_keywords,16.46,16.4,16.91,-0.00365,0.02734,neutral,B_long
0001580808-25-000065,ATEN,0001580808,2025-04-18,2025-04-18,5.07,,,0.0,,15.3,15.66,16.4,0.02353,0.0719,B_long,A_long
0001193125-25-059097,ATEN,0001580808,2025-03-20,2025-03-20,2.03|3.02|9.01,convertible_debt_issuance,short,0.5,item_codes,17.43,17.31,17.27,-0.00688,-0.00918,neutral,neutral
0001193125-25-055662,ATEN,0001580808,2025-03-17,2025-03-17,1.01|2.03|3.02|8.01|9.01,buyback_authorized|convertible_debt_issuance|covenant_violation,short,0.85,body_keywords,17.75,17.42,17.48,-0.01859,-0.01521,B_short,B_short
0001193125-25-052957,ATEN,0001580808,2025-03-12,2025-03-12,8.01|9.01,buyback_authorized|convertible_debt_issuance,long,0.7,body_keywords,19.55,16.38,17.74,-0.16215,-0.09258,A_short,A_short
0001580808-25-000016,ATEN,0001580808,2025-02-04,2025-02-04,2.02|7.01|8.01|9.01,buyback_authorized,long,0.7,body_keywords,20.28,20.83,20.61,0.02712,0.01627,B_long,B_long
0001193125-24-264438,ATEN,0001580808,2024-11-22,2024-11-22,5.02,,,0.0,,16.62,16.49,17.5,-0.00782,0.05295,neutral,A_long
0001580808-24-000119,ATEN,0001580808,2024-11-07,2024-11-07,2.02|7.01|8.01|9.01,buyback_authorized,long,0.7,body_keywords,15.46,16.2,16.56,0.04787,0.07115,A_long,A_long
0001580808-24-000103,ATEN,0001580808,2024-07-30,2024-07-30,2.02|7.01|8.01|9.01,buyback_authorized,long,0.7,body_keywords,14.21,13.09,12.36,-0.07882,-0.13019,A_short,A_short
0001580808-24-000083,ATEN,0001580808,2024-05-10,2024-05-10,5.07,,,0.0,,15.71,15.77,16.45,0.00382,0.0471,neutral,A_long
0001580808-24-000072,ATEN,0001580808,2024-04-30,2024-04-30,2.02|7.01|8.01|9.01,buyback_authorized,long,0.7,body_keywords,15.71,15.77,16.45,0.00382,0.0471,neutral,A_long
0001580808-24-000033,ATEN,0001580808,2024-02-06,2024-02-06,2.02|7.01|8.01|9.01,buyback_authorized,long,0.7,body_keywords,15.71,15.77,16.45,0.00382,0.0471,neutral,A_long
0001580808-23-000212,ATEN,0001580808,2023-11-07,2023-11-07,2.02|7.01|8.01|9.01,buyback_authorized,long,0.7,body_keywords,15.71,15.77,16.45,0.00382,0.0471,neutral,A_long
0001580808-23-000201,ATEN,0001580808,2023-10-03,2023-10-03,2.02|9.01,,,0.0,,15.71,15.77,16.45,0.00382,0.0471,neutral,A_long
0001580808-23-000180,ATEN,0001580808,2023-09-01,2023-09-01,5.02,,,0.0,,15.71,15.77,16.45,0.00382,0.0471,neutral,A_long
0001580808-23-000130,ATEN,0001580808,2023-07-26,2023-07-26,2.02|7.01|8.01|9.01,,,0.0,,15.71,15.77,16.45,0.00382,0.0471,neutral,A_long
0001580808-23-000122,ATEN,0001580808,2023-06-14,2023-06-14,4.01|9.01,,short,0.5,item_codes,15.71,15.77,16.45,0.00382,0.0471,neutral,A_long
0001580808-23-000090,ATEN,0001580808,2023-05-04,2023-05-04,2.02|7.01|8.01|9.01,,,0.0,,15.71,15.77,16.45,0.00382,0.0471,neutral,A_long
0001580808-23-000082,ATEN,0001580808,2023-04-28,2023-04-28,5.07,,,0.0,,15.71,15.77,16.45,0.00382,0.0471,neutral,A_long
0001580808-23-000072,ATEN,0001580808,2023-04-03,2023-04-03,2.02|7.01|9.01,,,0.0,,15.71,15.77,16.45,0.00382,0.0471,neutral,A_long
0001580808-23-000047,ATEN,0001580808,2023-02-24,2023-02-24,5.02,,,0.0,,15.71,15.77,16.45,0.00382,0.0471,neutral,A_long
0001580808-23-000027,ATEN,0001580808,2023-02-07,2023-02-07,2.02|7.01|8.01|9.01,,,0.0,,15.71,15.77,16.45,0.00382,0.0471,neutral,A_long
0001580808-23-000003,ATEN,0001580808,2023-01-27,2023-01-27,8.01,,,0.0,,15.71,15.77,16.45,0.00382,0.0471,neutral,A_long
0001580808-22-000179,ATEN,0001580808,2022-11-01,2022-11-01,2.02|7.01|8.01|9.01,buyback_authorized,long,0.7,body_keywords,15.71,15.77,16.45,0.00382,0.0471,neutral,A_long
0001580808-22-000172,ATEN,0001580808,2022-09-09,2022-09-09,1.01|9.01,,long,0.5,item_codes,15.71,15.77,16.45,0.00382,0.0471,neutral,A_long
0001580808-22-000134,ATEN,0001580808,2022-08-02,2022-08-02,2.02|7.01|8.01|9.01,,,0.0,,15.71,15.77,16.45,0.00382,0.0471,neutral,A_long
0001580808-22-000112,ATEN,0001580808,2022-06-27,2022-06-27,5.07,,,0.0,,15.71,15.77,16.45,0.00382,0.0471,neutral,A_long
0001193125-22-156182,ATEN,0001580808,2022-05-20,2022-05-20,5.02,,,0.0,,15.71,15.77,16.45,0.00382,0.0471,neutral,A_long
0001580808-22-000086,ATEN,0001580808,2022-05-03,2022-05-03,2.02|7.01|8.01|9.01,,,0.0,,15.71,15.77,16.45,0.00382,0.0471,neutral,A_long
0001580808-22-000081,ATEN,0001580808,2022-05-02,2022-05-02,5.02|8.01,,,0.0,,15.71,15.77,16.45,0.00382,0.0471,neutral,A_long
0001580808-22-000067,ATEN,0001580808,2022-04-19,2022-04-19,8.01,,,0.0,,15.71,15.77,16.45,0.00382,0.0471,neutral,A_long
0001193125-26-207633,TSHA,0001806310,2026-05-06,2026-05-06,2.02|9.01,,,0.0,,6.98,6.67,,-0.04441,,A_short,
0001193125-26-115177,TSHA,0001806310,2026-03-19,2026-03-19,2.02|9.01,at_the_market_offering|fda_approval,long,0.85,body_keywords,4.56,4.4,4.32,-0.03509,-0.05263,A_short,A_short
0001193125-25-263543,TSHA,0001806310,2025-11-04,2025-11-04,1.01|2.02|9.01,at_the_market_offering,short,0.75,body_keywords,4.27,4.03,4.28,-0.05621,0.00234,A_short,neutral
0001193125-25-241415,TSHA,0001806310,2025-10-16,2025-10-16,8.01|9.01,,,0.0,,5.08,4.72,4.94,-0.07087,-0.02756,A_short,B_short
0001193125-25-235212,TSHA,0001806310,2025-10-09,2025-10-09,8.01|9.01,,,0.0,,5.0,4.88,5.08,-0.024,0.016,B_short,B_long
0001193125-25-227505,TSHA,0001806310,2025-10-02,2025-10-02,8.01|9.01,,,0.0,,4.88,4.76,5.0,-0.02459,0.02459,B_short,B_long
0001193125-25-178504,TSHA,0001806310,2025-08-12,2025-08-12,2.02|9.01,follow_on_offering,short,0.75,body_keywords,2.91,3.03,2.84,0.04124,-0.02406,A_long,B_short
0001193125-25-133745,TSHA,0001806310,2025-06-03,2025-06-03,5.03|5.07|9.01,restate,short,0.85,body_keywords,2.78,2.79,2.61,0.0036,-0.06115,neutral,A_short
0001193125-25-130709,TSHA,0001806310,2025-05-29,2025-05-29,1.01|8.01|9.01,fda_approval|issue_and_sell_shares|material_adverse_change|sec_subpoena|shelf_takedown|underwritten_offering,short,0.9,body_keywords,2.75,2.71,2.88,-0.01455,0.04727,B_short,A_long
0001193125-25-129494,TSHA,0001806310,2025-05-28,2025-05-28,7.01|8.01|9.01,shelf_takedown,,0.0,,2.44,2.75,2.79,0.12705,0.14344,A_long,A_long
0001193125-25-120329,TSHA,0001806310,2025-05-15,2025-05-15,2.02|9.01,,,0.0,,2.56,2.7,2.85,0.05469,0.11328,A_long,A_long
0001193125-25-035882,TSHA,0001806310,2025-02-26,2025-02-26,2.02|9.01,,,0.0,,1.62,1.59,1.7,-0.01852,0.04938,B_short,A_long
0001193125-24-257205,TSHA,0001806310,2024-11-13,2024-11-13,2.02|9.01,fda_approval,long,0.85,body_keywords,2.21,2.27,2.01,0.02715,-0.0905,B_long,A_short
0001193125-24-198392,TSHA,0001806310,2024-08-12,2024-08-12,2.02|9.01,follow_on_offering,short,0.75,body_keywords,2.04,2.28,2.24,0.11765,0.09804,A_long,A_long
0001193125-24-169191,TSHA,0001806310,2024-06-26,2024-06-26,1.01|8.01|9.01,issue_and_sell_shares|material_adverse_change|shelf_takedown|underwritten_offering,short,0.75,body_keywords,2.04,2.165,2.15,0.06127,0.05392,A_long,A_long
0001193125-24-168479,TSHA,0001806310,2024-06-26,2024-06-26,2.02|8.01|9.01,fda_approval|material_adverse_change|shelf_takedown|underwritten_offering,short,0.75,body_keywords,2.04,2.165,2.15,0.06127,0.05392,A_long,A_long
0001193125-24-163050,TSHA,0001806310,2024-06-18,2024-06-18,7.01|9.01,,,0.0,,2.97,2.76,2.04,-0.07071,-0.31313,A_short,A_short
0001193125-24-150323,TSHA,0001806310,2024-05-30,2024-05-30,5.07,,,0.0,,3.13,3.43,3.86,0.09585,0.23323,A_long,A_long
0001193125-24-138253,TSHA,0001806310,2024-05-14,2024-05-14,2.02|9.01,fda_approval,long,0.85,body_keywords,2.57,3.11,2.89,0.21012,0.12451,A_long,A_long
0001193125-24-071321,TSHA,0001806310,2024-03-19,2024-03-19,2.02|9.01,share_dilution_pipe,,0.0,,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-24-005637,TSHA,0001806310,2024-01-10,2024-01-10,7.01|9.01,,,0.0,,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-23-299942,TSHA,0001806310,2023-12-20,2023-12-20,5.02|9.01,issue_and_sell_shares,short,0.7,body_keywords,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-23-277914,TSHA,0001806310,2023-11-15,2023-11-15,5.03|5.07|9.01,restate,short,0.85,body_keywords,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-23-277165,TSHA,0001806310,2023-11-14,2023-11-14,2.02|9.01,share_dilution_pipe,,0.0,,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-23-268173,TSHA,0001806310,2023-11-01,2023-11-01,5.02,,,0.0,,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-23-241943,TSHA,0001806310,2023-09-26,2023-09-26,7.01|9.01,,,0.0,,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-23-237632,TSHA,0001806310,2023-09-19,2023-09-19,8.01|9.01,,,0.0,,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-23-222964,TSHA,0001806310,2023-08-29,2023-08-29,8.01,,,0.0,,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-23-219580,TSHA,0001806310,2023-08-24,2023-08-24,8.01|9.01,fda_approval,long,0.85,body_keywords,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-23-211456,TSHA,0001806310,2023-08-14,2023-08-14,1.01|2.02|3.02|8.01|9.01,fda_approval|securities_purchase_agreement|share_dilution_pipe,long,0.85,body_keywords,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-23-203836,TSHA,0001806310,2023-08-04,2023-08-04,3.01,delisting_notice,short,0.8,body_keywords,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-23-198580,TSHA,0001806310,2023-07-31,2023-07-31,7.01|9.01,,,0.0,,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-23-176864,TSHA,0001806310,2023-06-28,2023-06-28,7.01|9.01,,,0.0,,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-23-173983,TSHA,0001806310,2023-06-23,2023-06-23,5.07,restate,short,0.85,body_keywords,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-23-172678,TSHA,0001806310,2023-06-22,2023-06-22,5.02,,,0.0,,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-23-161593,TSHA,0001806310,2023-06-06,2023-06-06,5.02,restate,short,0.85,body_keywords,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-23-160348,TSHA,0001806310,2023-06-05,2023-06-05,8.01|9.01,,,0.0,,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-23-148827,TSHA,0001806310,2023-05-19,2023-05-19,8.01|9.01,,,0.0,,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-23-145197,TSHA,0001806310,2023-05-15,2023-05-15,2.02|9.01,,,0.0,,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-23-122129,TSHA,0001806310,2023-04-27,2023-04-27,3.01|5.02,delisting_notice,short,0.8,body_keywords,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-23-082174,TSHA,0001806310,2023-03-28,2023-03-28,2.02|9.01,,,0.0,,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-23-020343,TSHA,0001806310,2023-01-31,2023-01-31,8.01|9.01,,,0.0,,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-23-010947,TSHA,0001806310,2023-01-19,2023-01-19,5.02,,,0.0,,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-22-311027,TSHA,0001806310,2022-12-22,2022-12-22,5.02|8.01|9.01,partnership_strategic,,0.0,,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-22-279648,TSHA,0001806310,2022-11-08,2022-11-08,2.02|9.01,follow_on_offering|underwritten_offering,short,0.75,body_keywords,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-22-271108,TSHA,0001806310,2022-10-27,2022-10-27,1.01|8.01|9.01,issue_and_sell_shares|material_adverse_change|shelf_takedown|underwritten_offering,short,0.75,body_keywords,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-22-268414,TSHA,0001806310,2022-10-25,2022-10-25,2.02|8.01|9.01,shelf_takedown|underwritten_offering,short,0.75,body_keywords,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-22-267999,TSHA,0001806310,2022-10-25,2022-10-25,1.01|3.02|8.01|9.01,issue_and_sell_shares|securities_purchase_agreement,short,0.7,body_keywords,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-22-242049,TSHA,0001806310,2022-09-09,2022-09-09,7.01,,,0.0,,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-22-217962,TSHA,0001806310,2022-08-11,2022-08-11,2.02|9.01,,,0.0,,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-22-177619,TSHA,0001806310,2022-06-21,2022-06-21,5.07,,,0.0,,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001193125-22-150847,TSHA,0001806310,2022-05-16,2022-05-16,2.02|9.01,,,0.0,,2.4,2.57,3.09,0.07083,0.2875,A_long,A_long
0001140361-26-019295,ADMA,0001368514,2026-05-06,2026-05-06,2.02|9.01,,,0.0,,10.08,8.47,,-0.15972,,A_short,
0001140361-26-018667,ADMA,0001368514,2026-05-04,2026-05-04,8.01|9.01,fda_approval,long,0.85,body_keywords,10.31,10.25,7.88,-0.00582,-0.23569,neutral,A_short
0001140361-26-011569,ADMA,0001368514,2026-03-27,2026-03-27,7.01|9.01,,,0.0,,9.25,9.15,9.28,-0.01081,0.00324,B_short,neutral
0001140361-26-007230,ADMA,0001368514,2026-03-02,2026-03-02,7.01|8.01|9.01,buyback_authorized,long,0.7,body_keywords,16.58,16.38,15.81,-0.01206,-0.04644,B_short,A_short
0001140361-26-006781,ADMA,0001368514,2026-02-25,2026-02-25,2.02|5.02|9.01,,,0.0,,15.68,15.18,16.54,-0.03189,0.05485,A_short,A_long
0001140361-26-000906,ADMA,0001368514,2026-01-12,2026-01-12,2.02|7.01|9.01,buyback_authorized|fda_approval,long,0.85,body_keywords,17.93,17.7,17.59,-0.01283,-0.01896,B_short,B_short
0001140361-25-040539,ADMA,0001368514,2025-11-05,2025-11-05,2.02|9.01,fda_approval,long,0.85,body_keywords,15.37,14.03,16.46,-0.08718,0.07092,A_short,A_long
0001140361-25-029143,ADMA,0001368514,2025-08-06,2025-08-06,1.01|1.02|2.02|2.03|9.01,buyback_authorized|covenant_violation|fda_approval|material_adverse_change|non_reliance|restate,short,0.95,body_keywords,18.54,16.75,17.2,-0.09655,-0.07228,A_short,A_short
0001140361-25-021440,ADMA,0001368514,2025-06-04,2025-06-04,5.07,,,0.0,,20.33,19.94,21.87,-0.01918,0.07575,B_short,A_long
0001140361-25-017704,ADMA,0001368514,2025-05-07,2025-05-07,2.02|8.01|9.01,buyback_authorized|fda_approval,long,0.85,body_keywords,23.61,21.2,19.47,-0.10208,-0.17535,A_short,A_short
0001140361-25-015881,ADMA,0001368514,2025-04-28,2025-04-28,8.01|9.01,fda_approval,long,0.85,body_keywords,24.51,24.11,23.71,-0.01632,-0.03264,B_short,A_short
